gene,rank,tissue
PRKG1,3,Middle Cerebral Artery
LPP,4,Middle Cerebral Artery
MYH11,5,Middle Cerebral Artery
NEAT1,6,Middle Cerebral Artery
CALD1,7,Middle Cerebral Artery
DMD,8,Middle Cerebral Artery
CACNA1C,9,Middle Cerebral Artery
TALAM1,10,Middle Cerebral Artery
COL4A1,11,Middle Cerebral Artery
CARMN,12,Middle Cerebral Artery
ACTA2,13,Middle Cerebral Artery
DLG2,14,Middle Cerebral Artery
LTBP1,15,Middle Cerebral Artery
RBPMS,16,Middle Cerebral Artery
SORBS1,17,Middle Cerebral Artery
SORBS2,18,Middle Cerebral Artery
CEMIP,19,Middle Cerebral Artery
TAGLN,20,Middle Cerebral Artery
PDE3A,21,Middle Cerebral Artery
EXT1,22,Middle Cerebral Artery
TPM1,23,Middle Cerebral Artery
CRIM1,24,Middle Cerebral Artery
SYNPO2,25,Middle Cerebral Artery
RORA,26,Middle Cerebral Artery
MIR99AHG,27,Middle Cerebral Artery
MACF1,28,Middle Cerebral Artery
DSTN,29,Middle Cerebral Artery
EBF1,30,Middle Cerebral Artery
FN1,31,Middle Cerebral Artery
RGS6,32,Middle Cerebral Artery
KCNMA1,33,Middle Cerebral Artery
COL4A2,34,Middle Cerebral Artery
PTPRG,35,Middle Cerebral Artery
MBNL1,36,Middle Cerebral Artery
FTX,37,Middle Cerebral Artery
SLIT3,38,Middle Cerebral Artery
ZFHX3,39,Middle Cerebral Artery
TPM2,40,Middle Cerebral Artery
SOX5,41,Middle Cerebral Artery
SGIP1,42,Middle Cerebral Artery
RBMS3,43,Middle Cerebral Artery
NAV2,44,Middle Cerebral Artery
KAZN,45,Middle Cerebral Artery
IGFBP7,46,Middle Cerebral Artery
PDE1C,47,Middle Cerebral Artery
ZBTB20,48,Middle Cerebral Artery
ARL15,49,Middle Cerebral Artery
PDZRN4,50,Middle Cerebral Artery
PPP1R12B,51,Middle Cerebral Artery
FOXP1,52,Middle Cerebral Artery
MYL9,53,Middle Cerebral Artery
LAMA2,54,Middle Cerebral Artery
WWOX,55,Middle Cerebral Artery
SPARCL1,56,Middle Cerebral Artery
AKAP6,57,Middle Cerebral Artery
PDLIM5,58,Middle Cerebral Artery
RYR2,59,Middle Cerebral Artery
AOPEP,60,Middle Cerebral Artery
C1QTNF7-AS1,61,Middle Cerebral Artery
UTRN,62,Middle Cerebral Artery
SVIL,63,Middle Cerebral Artery
ADAMTS9-AS2,64,Middle Cerebral Artery
RCAN2,65,Middle Cerebral Artery
ETV6,66,Middle Cerebral Artery
IMMP2L,67,Middle Cerebral Artery
IGF1R,68,Middle Cerebral Artery
EEF1A1,69,Middle Cerebral Artery
ITGA1,70,Middle Cerebral Artery
DST,71,Middle Cerebral Artery
COL8A1,72,Middle Cerebral Artery
SDK1,73,Middle Cerebral Artery
TRIO,74,Middle Cerebral Artery
PRUNE2,75,Middle Cerebral Artery
NFIA,76,Middle Cerebral Artery
FRY,77,Middle Cerebral Artery
UBE2E2,78,Middle Cerebral Artery
UNC13C,79,Middle Cerebral Artery
HPSE2,80,Middle Cerebral Artery
SETBP1,81,Middle Cerebral Artery
ACTB,82,Middle Cerebral Artery
ROR1,83,Middle Cerebral Artery
VIM,84,Middle Cerebral Artery
ENAH,85,Middle Cerebral Artery
PDZRN3,86,Middle Cerebral Artery
SGCD,87,Middle Cerebral Artery
AKT3,88,Middle Cerebral Artery
ARHGAP10,89,Middle Cerebral Artery
FBXL7,90,Middle Cerebral Artery
FLNA,91,Middle Cerebral Artery
NR2F2-AS1,92,Middle Cerebral Artery
ANKS1B,93,Middle Cerebral Artery
AKAP12,94,Middle Cerebral Artery
CPED1,95,Middle Cerebral Artery
SAMD4A,96,Middle Cerebral Artery
MSRB3,97,Middle Cerebral Artery
TNS1,98,Middle Cerebral Artery
PLXDC2,99,Middle Cerebral Artery
PLCG2,100,Middle Cerebral Artery
MALAT1,1,Middle Temporal Gyrus
PCDH9,2,Middle Temporal Gyrus
DST,3,Middle Temporal Gyrus
IL1RAPL1,4,Middle Temporal Gyrus
MACF1,5,Middle Temporal Gyrus
RNF220,6,Middle Temporal Gyrus
PPP2R2B,7,Middle Temporal Gyrus
LUC7L3,8,Middle Temporal Gyrus
CTNNA3,9,Middle Temporal Gyrus
DLG2,10,Middle Temporal Gyrus
PTPRG,11,Middle Temporal Gyrus
LINC00486,12,Middle Temporal Gyrus
QKI,13,Middle Temporal Gyrus
RBM25,14,Middle Temporal Gyrus
ARGLU1,15,Middle Temporal Gyrus
TRIM2,16,Middle Temporal Gyrus
FMNL2,17,Middle Temporal Gyrus
RORA,18,Middle Temporal Gyrus
DSCAM,19,Middle Temporal Gyrus
HSP90AA1,20,Middle Temporal Gyrus
MAGI2,21,Middle Temporal Gyrus
DLC1,22,Middle Temporal Gyrus
SLC24A2,23,Middle Temporal Gyrus
SLC44A1,24,Middle Temporal Gyrus
ST18,25,Middle Temporal Gyrus
FLT1,26,Middle Temporal Gyrus
NRXN3,27,Middle Temporal Gyrus
PRRC2C,28,Middle Temporal Gyrus
ATP10A,29,Middle Temporal Gyrus
LSAMP,30,Middle Temporal Gyrus
TNR,31,Middle Temporal Gyrus
CALD1,32,Middle Temporal Gyrus
XIST,33,Middle Temporal Gyrus
SYNE1,34,Middle Temporal Gyrus
SIK3,35,Middle Temporal Gyrus
NTM,36,Middle Temporal Gyrus
SLC6A1,37,Middle Temporal Gyrus
PDE4B,38,Middle Temporal Gyrus
FRMD5,39,Middle Temporal Gyrus
ZBTB20,40,Middle Temporal Gyrus
SLC1A2,41,Middle Temporal Gyrus
CADM2,42,Middle Temporal Gyrus
MAP7,43,Middle Temporal Gyrus
FRMD4A,44,Middle Temporal Gyrus
ST6GALNAC3,45,Middle Temporal Gyrus
CTNNA2,46,Middle Temporal Gyrus
LAMA2,47,Middle Temporal Gyrus
PLXDC2,48,Middle Temporal Gyrus
SLC5A11,49,Middle Temporal Gyrus
LRP1B,50,Middle Temporal Gyrus
PTPRD,51,Middle Temporal Gyrus
KCNIP4,52,Middle Temporal Gyrus
HIP1,53,Middle Temporal Gyrus
ELMO1,54,Middle Temporal Gyrus
MAP1B,55,Middle Temporal Gyrus
OPCML,56,Middle Temporal Gyrus
FRMD4B,57,Middle Temporal Gyrus
SLC7A14-AS1,58,Middle Temporal Gyrus
DOCK10,59,Middle Temporal Gyrus
NEAT1,60,Middle Temporal Gyrus
ATP1A2,61,Middle Temporal Gyrus
AGAP1,62,Middle Temporal Gyrus
PNISR,63,Middle Temporal Gyrus
SHTN1,64,Middle Temporal Gyrus
MT-ND4,65,Middle Temporal Gyrus
MMD2,66,Middle Temporal Gyrus
MOBP,67,Middle Temporal Gyrus
KAZN,68,Middle Temporal Gyrus
ANK3,69,Middle Temporal Gyrus
FTX,70,Middle Temporal Gyrus
DPP10,71,Middle Temporal Gyrus
PITPNC1,72,Middle Temporal Gyrus
PHLPP1,73,Middle Temporal Gyrus
DOCK4,74,Middle Temporal Gyrus
GNG7,75,Middle Temporal Gyrus
NCAM2,76,Middle Temporal Gyrus
NPAS3,77,Middle Temporal Gyrus
MT-ND3,78,Middle Temporal Gyrus
DNM3,79,Middle Temporal Gyrus
NRXN1,80,Middle Temporal Gyrus
MT-CO1,81,Middle Temporal Gyrus
GPM6A,82,Middle Temporal Gyrus
HERC2P3,83,Middle Temporal Gyrus
UTRN,84,Middle Temporal Gyrus
AUTS2,85,Middle Temporal Gyrus
LRRC4C,86,Middle Temporal Gyrus
MBP,87,Middle Temporal Gyrus
INSR,88,Middle Temporal Gyrus
CSMD1,89,Middle Temporal Gyrus
MT-CO2,90,Middle Temporal Gyrus
SLC39A10,91,Middle Temporal Gyrus
PIP4K2A,92,Middle Temporal Gyrus
PALM2AKAP2,93,Middle Temporal Gyrus
GPC5,94,Middle Temporal Gyrus
NKAIN2,95,Middle Temporal Gyrus
SRRM1,96,Middle Temporal Gyrus
LRMDA,97,Middle Temporal Gyrus
PDZD2,98,Middle Temporal Gyrus
APBB2,99,Middle Temporal Gyrus
LHFPL3,100,Middle Temporal Gyrus
MALAT1,1,Midfrontal Anterior Watershed
PCDH9,2,Midfrontal Anterior Watershed
IL1RAPL1,3,Midfrontal Anterior Watershed
QKI,4,Midfrontal Anterior Watershed
RNF220,5,Midfrontal Anterior Watershed
PPP2R2B,6,Midfrontal Anterior Watershed
CTNNA3,7,Midfrontal Anterior Watershed
DLG2,8,Midfrontal Anterior Watershed
PDE4B,9,Midfrontal Anterior Watershed
SLC44A1,10,Midfrontal Anterior Watershed
TRIM2,11,Midfrontal Anterior Watershed
MAGI2,12,Midfrontal Anterior Watershed
LUC7L3,13,Midfrontal Anterior Watershed
ST18,14,Midfrontal Anterior Watershed
NRXN3,15,Midfrontal Anterior Watershed
SIK3,16,Midfrontal Anterior Watershed
FRMD5,17,Midfrontal Anterior Watershed
SLC24A2,18,Midfrontal Anterior Watershed
NTM,19,Midfrontal Anterior Watershed
PIP4K2A,20,Midfrontal Anterior Watershed
CADM2,21,Midfrontal Anterior Watershed
LSAMP,22,Midfrontal Anterior Watershed
MOBP,23,Midfrontal Anterior Watershed
MACF1,24,Midfrontal Anterior Watershed
PTPRD,25,Midfrontal Anterior Watershed
SLC5A11,26,Midfrontal Anterior Watershed
DST,27,Midfrontal Anterior Watershed
FMNL2,28,Midfrontal Anterior Watershed
DSCAM,29,Midfrontal Anterior Watershed
NKAIN2,30,Midfrontal Anterior Watershed
FLT1,31,Midfrontal Anterior Watershed
ELMO1,32,Midfrontal Anterior Watershed
NEAT1,33,Midfrontal Anterior Watershed
ZBTB20,34,Midfrontal Anterior Watershed
MAP7,35,Midfrontal Anterior Watershed
SLC7A14-AS1,36,Midfrontal Anterior Watershed
PHLPP1,37,Midfrontal Anterior Watershed
TNR,38,Midfrontal Anterior Watershed
TMTC2,39,Midfrontal Anterior Watershed
ARGLU1,40,Midfrontal Anterior Watershed
RBM25,41,Midfrontal Anterior Watershed
PALM2AKAP2,42,Midfrontal Anterior Watershed
NCAM2,43,Midfrontal Anterior Watershed
ANK3,44,Midfrontal Anterior Watershed
DNM3,45,Midfrontal Anterior Watershed
NRXN1,46,Midfrontal Anterior Watershed
MAN2A1,47,Midfrontal Anterior Watershed
AGAP1,48,Midfrontal Anterior Watershed
DOCK10,49,Midfrontal Anterior Watershed
POLR2F,50,Midfrontal Anterior Watershed
PRRC2C,51,Midfrontal Anterior Watershed
NPAS3,52,Midfrontal Anterior Watershed
ANK2,53,Midfrontal Anterior Watershed
OPCML,54,Midfrontal Anterior Watershed
KCNIP4,55,Midfrontal Anterior Watershed
RBFOX1,56,Midfrontal Anterior Watershed
ADGRB3,57,Midfrontal Anterior Watershed
PLCL1,58,Midfrontal Anterior Watershed
FRMD4B,59,Midfrontal Anterior Watershed
LRP1B,60,Midfrontal Anterior Watershed
AUTS2,61,Midfrontal Anterior Watershed
DPP10,62,Midfrontal Anterior Watershed
GNG7,63,Midfrontal Anterior Watershed
MBP,64,Midfrontal Anterior Watershed
DIP2B,65,Midfrontal Anterior Watershed
LRRC4C,66,Midfrontal Anterior Watershed
DPYD,67,Midfrontal Anterior Watershed
PTPRG,68,Midfrontal Anterior Watershed
SHTN1,69,Midfrontal Anterior Watershed
PLXDC2,70,Midfrontal Anterior Watershed
RORA,71,Midfrontal Anterior Watershed
CALD1,72,Midfrontal Anterior Watershed
DOCK4,73,Midfrontal Anterior Watershed
PITPNC1,74,Midfrontal Anterior Watershed
NLGN1,75,Midfrontal Anterior Watershed
CSMD1,76,Midfrontal Anterior Watershed
LINC00486,77,Midfrontal Anterior Watershed
SGIP1,78,Midfrontal Anterior Watershed
MT-CO2,79,Midfrontal Anterior Watershed
TCF12,80,Midfrontal Anterior Watershed
PDE8A,81,Midfrontal Anterior Watershed
STOX2,82,Midfrontal Anterior Watershed
UNC5C,83,Midfrontal Anterior Watershed
DLC1,84,Midfrontal Anterior Watershed
MARCHF1,85,Midfrontal Anterior Watershed
ANKS1B,86,Midfrontal Anterior Watershed
SEPTIN7,87,Midfrontal Anterior Watershed
NCAM1,88,Midfrontal Anterior Watershed
ZEB2,89,Midfrontal Anterior Watershed
ELOVL5,90,Midfrontal Anterior Watershed
ERBB4,91,Midfrontal Anterior Watershed
LHFPL3,92,Midfrontal Anterior Watershed
ZSWIM6,93,Midfrontal Anterior Watershed
HIP1,94,Midfrontal Anterior Watershed
SRCIN1,95,Midfrontal Anterior Watershed
CLASP2,96,Midfrontal Anterior Watershed
CNDP1,97,Midfrontal Anterior Watershed
FUT8,98,Midfrontal Anterior Watershed
MAP4K4,99,Midfrontal Anterior Watershed
ERBIN,100,Midfrontal Anterior Watershed
MALAT1,1,Olfactory Bulb
KCNMA1,2,Olfactory Bulb
LINC00486,3,Olfactory Bulb
FOXP1,4,Olfactory Bulb
NRXN3,5,Olfactory Bulb
CADM2,6,Olfactory Bulb
SLC26A2,7,Olfactory Bulb
DPP10,8,Olfactory Bulb
DLG2,9,Olfactory Bulb
ROBO2,10,Olfactory Bulb
IL1RAPL1,11,Olfactory Bulb
PTGDS,12,Olfactory Bulb
CEMIP,13,Olfactory Bulb
SLC4A4,14,Olfactory Bulb
LRP1B,15,Olfactory Bulb
BNC2,16,Olfactory Bulb
AUTS2,17,Olfactory Bulb
GPC6,18,Olfactory Bulb
MACROD2,19,Olfactory Bulb
ADGRB3,20,Olfactory Bulb
CACNB2,21,Olfactory Bulb
GALNTL6,22,Olfactory Bulb
SNHG14,23,Olfactory Bulb
AHCYL2,24,Olfactory Bulb
PCDH9,25,Olfactory Bulb
C8ORF34,26,Olfactory Bulb
NALF1,27,Olfactory Bulb
LRBA,28,Olfactory Bulb
LRRTM4,29,Olfactory Bulb
DIP2B,30,Olfactory Bulb
NRG3,31,Olfactory Bulb
IGFBP6,32,Olfactory Bulb
IGFBP5,33,Olfactory Bulb
EEF1A1,34,Olfactory Bulb
FTX,35,Olfactory Bulb
PITPNC1,36,Olfactory Bulb
PBX3,37,Olfactory Bulb
DLGAP1,38,Olfactory Bulb
SYT1,39,Olfactory Bulb
PPFIA2,40,Olfactory Bulb
CNTNAP2,41,Olfactory Bulb
ARPP21,42,Olfactory Bulb
ADARB2,43,Olfactory Bulb
NRXN1,44,Olfactory Bulb
THSD4,45,Olfactory Bulb
CSMD3,46,Olfactory Bulb
LSAMP,47,Olfactory Bulb
RORA,48,Olfactory Bulb
FBXL7,49,Olfactory Bulb
PBX1,50,Olfactory Bulb
ROBO1,51,Olfactory Bulb
SLC38A4-AS1,52,Olfactory Bulb
PRKG1,53,Olfactory Bulb
NEAT1,54,Olfactory Bulb
PTPRG,55,Olfactory Bulb
METTL7A,56,Olfactory Bulb
CHSY3,57,Olfactory Bulb
FRMD4A,58,Olfactory Bulb
KAZN,59,Olfactory Bulb
GRIK2,60,Olfactory Bulb
MEIS2,61,Olfactory Bulb
FMNL2,62,Olfactory Bulb
SLIT2,63,Olfactory Bulb
PPM1E,64,Olfactory Bulb
ANKS1B,65,Olfactory Bulb
GPM6A,66,Olfactory Bulb
DHRS3,67,Olfactory Bulb
UNC5C,68,Olfactory Bulb
TAFA2,69,Olfactory Bulb
QKI,70,Olfactory Bulb
SORBS1,71,Olfactory Bulb
WWOX,72,Olfactory Bulb
BRINP3,73,Olfactory Bulb
MSI2,74,Olfactory Bulb
SIPA1L1,75,Olfactory Bulb
CELF2,76,Olfactory Bulb
NLGN1,77,Olfactory Bulb
CAMK1D,78,Olfactory Bulb
APOE,79,Olfactory Bulb
EYS,80,Olfactory Bulb
ACTB,81,Olfactory Bulb
SLC47A1,82,Olfactory Bulb
INSR,83,Olfactory Bulb
MACF1,84,Olfactory Bulb
MT-CO2,85,Olfactory Bulb
MAGI2,86,Olfactory Bulb
ATP10A,87,Olfactory Bulb
DSCAM,88,Olfactory Bulb
ERBB4,89,Olfactory Bulb
JMJD1C,90,Olfactory Bulb
EPHA6,91,Olfactory Bulb
ZBTB20,92,Olfactory Bulb
CACNA1C,93,Olfactory Bulb
GPHN,94,Olfactory Bulb
NPAS3,95,Olfactory Bulb
MT-CO1,96,Olfactory Bulb
CACNA2D3,97,Olfactory Bulb
PLCB1,98,Olfactory Bulb
CACNA2D1,99,Olfactory Bulb
MIR99AHG,100,Olfactory Bulb
MALAT1,1,Orbitofrontal Cortex
PCDH9,2,Orbitofrontal Cortex
IL1RAPL1,3,Orbitofrontal Cortex
RNF220,4,Orbitofrontal Cortex
QKI,5,Orbitofrontal Cortex
CTNNA3,6,Orbitofrontal Cortex
DLG2,7,Orbitofrontal Cortex
PPP2R2B,8,Orbitofrontal Cortex
PDE4B,9,Orbitofrontal Cortex
MAGI2,10,Orbitofrontal Cortex
LSAMP,11,Orbitofrontal Cortex
ST18,12,Orbitofrontal Cortex
NRXN3,13,Orbitofrontal Cortex
TRIM2,14,Orbitofrontal Cortex
FRMD5,15,Orbitofrontal Cortex
SLC44A1,16,Orbitofrontal Cortex
NTM,17,Orbitofrontal Cortex
DSCAM,18,Orbitofrontal Cortex
FMNL2,19,Orbitofrontal Cortex
SIK3,20,Orbitofrontal Cortex
DST,21,Orbitofrontal Cortex
SLC24A2,22,Orbitofrontal Cortex
PIP4K2A,23,Orbitofrontal Cortex
ELMO1,24,Orbitofrontal Cortex
MACF1,25,Orbitofrontal Cortex
PTPRD,26,Orbitofrontal Cortex
NRXN1,27,Orbitofrontal Cortex
CADM2,28,Orbitofrontal Cortex
NEAT1,29,Orbitofrontal Cortex
ANK3,30,Orbitofrontal Cortex
NKAIN2,31,Orbitofrontal Cortex
PHLPP1,32,Orbitofrontal Cortex
ZBTB20,33,Orbitofrontal Cortex
NPAS3,34,Orbitofrontal Cortex
LRP1B,35,Orbitofrontal Cortex
AGAP1,36,Orbitofrontal Cortex
CTNNA2,37,Orbitofrontal Cortex
PITPNC1,38,Orbitofrontal Cortex
TMTC2,39,Orbitofrontal Cortex
DNM3,40,Orbitofrontal Cortex
TNR,41,Orbitofrontal Cortex
KCNIP4,42,Orbitofrontal Cortex
RORA,43,Orbitofrontal Cortex
MAP7,44,Orbitofrontal Cortex
LRRC4C,45,Orbitofrontal Cortex
FRMD4A,46,Orbitofrontal Cortex
MOBP,47,Orbitofrontal Cortex
FRMD4B,48,Orbitofrontal Cortex
DOCK4,49,Orbitofrontal Cortex
OPCML,50,Orbitofrontal Cortex
PLXDC2,51,Orbitofrontal Cortex
ANK2,52,Orbitofrontal Cortex
AUTS2,53,Orbitofrontal Cortex
NCAM2,54,Orbitofrontal Cortex
SLC1A2,55,Orbitofrontal Cortex
POLR2F,56,Orbitofrontal Cortex
DPP10,57,Orbitofrontal Cortex
MAN2A1,58,Orbitofrontal Cortex
GPM6A,59,Orbitofrontal Cortex
ADGRB3,60,Orbitofrontal Cortex
LUC7L3,61,Orbitofrontal Cortex
DOCK10,62,Orbitofrontal Cortex
ERBB4,63,Orbitofrontal Cortex
LHFPL3,64,Orbitofrontal Cortex
NLGN1,65,Orbitofrontal Cortex
MBP,66,Orbitofrontal Cortex
ANKS1B,67,Orbitofrontal Cortex
PALM2AKAP2,68,Orbitofrontal Cortex
CSMD1,69,Orbitofrontal Cortex
NCAM1,70,Orbitofrontal Cortex
GPC5,71,Orbitofrontal Cortex
DIP2B,72,Orbitofrontal Cortex
PTPRG,73,Orbitofrontal Cortex
MARCHF1,74,Orbitofrontal Cortex
PLCL1,75,Orbitofrontal Cortex
DLC1,76,Orbitofrontal Cortex
PDE8A,77,Orbitofrontal Cortex
ZSWIM6,78,Orbitofrontal Cortex
NRG3,79,Orbitofrontal Cortex
CLASP2,80,Orbitofrontal Cortex
CTNND2,81,Orbitofrontal Cortex
TCF12,82,Orbitofrontal Cortex
WWOX,83,Orbitofrontal Cortex
ELOVL5,84,Orbitofrontal Cortex
RBM25,85,Orbitofrontal Cortex
LINC00486,86,Orbitofrontal Cortex
ZEB2,87,Orbitofrontal Cortex
UNC5C,88,Orbitofrontal Cortex
EDIL3,89,Orbitofrontal Cortex
HIP1,90,Orbitofrontal Cortex
SEPTIN7,91,Orbitofrontal Cortex
ATP10A,92,Orbitofrontal Cortex
NCKAP5,93,Orbitofrontal Cortex
SLC7A14-AS1,94,Orbitofrontal Cortex
SHTN1,95,Orbitofrontal Cortex
KIRREL3,96,Orbitofrontal Cortex
ARGLU1,97,Orbitofrontal Cortex
APBB2,98,Orbitofrontal Cortex
KAZN,99,Orbitofrontal Cortex
SLC5A11,100,Orbitofrontal Cortex
MALAT1,1,Parahippocampal Gyrus
PCDH9,2,Parahippocampal Gyrus
MACF1,3,Parahippocampal Gyrus
FRMD4A,4,Parahippocampal Gyrus
DSCAM,5,Parahippocampal Gyrus
LINC00486,6,Parahippocampal Gyrus
FLT1,7,Parahippocampal Gyrus
PTPRG,8,Parahippocampal Gyrus
SLC6A1,9,Parahippocampal Gyrus
DST,10,Parahippocampal Gyrus
CSMD1,11,Parahippocampal Gyrus
SYNE1,12,Parahippocampal Gyrus
TNR,13,Parahippocampal Gyrus
RORA,14,Parahippocampal Gyrus
DLG2,15,Parahippocampal Gyrus
ATP10A,16,Parahippocampal Gyrus
KCNIP4,17,Parahippocampal Gyrus
LSAMP,18,Parahippocampal Gyrus
RNF220,19,Parahippocampal Gyrus
LRP1B,20,Parahippocampal Gyrus
IL1RAPL1,21,Parahippocampal Gyrus
DPP10,22,Parahippocampal Gyrus
NRXN1,23,Parahippocampal Gyrus
DLC1,24,Parahippocampal Gyrus
ATP1A2,25,Parahippocampal Gyrus
QKI,26,Parahippocampal Gyrus
LRRC4C,27,Parahippocampal Gyrus
OPCML,28,Parahippocampal Gyrus
HERC2P3,29,Parahippocampal Gyrus
SLC39A10,30,Parahippocampal Gyrus
HSP90AA1,31,Parahippocampal Gyrus
ARGLU1,32,Parahippocampal Gyrus
LHFPL3,33,Parahippocampal Gyrus
LUC7L3,34,Parahippocampal Gyrus
NEAT1,35,Parahippocampal Gyrus
PLXDC2,36,Parahippocampal Gyrus
CALD1,37,Parahippocampal Gyrus
NTM,38,Parahippocampal Gyrus
MMD2,39,Parahippocampal Gyrus
CTNNA2,40,Parahippocampal Gyrus
ANKS1B,41,Parahippocampal Gyrus
DOCK4,42,Parahippocampal Gyrus
PITPNC1,43,Parahippocampal Gyrus
CADM2,44,Parahippocampal Gyrus
RBM25,45,Parahippocampal Gyrus
NRXN3,46,Parahippocampal Gyrus
KAZN,47,Parahippocampal Gyrus
PPP2R2B,48,Parahippocampal Gyrus
ADARB2,49,Parahippocampal Gyrus
MAGI2,50,Parahippocampal Gyrus
CTNNA3,51,Parahippocampal Gyrus
GPC5,52,Parahippocampal Gyrus
DPP6,53,Parahippocampal Gyrus
NXN,54,Parahippocampal Gyrus
INSR,55,Parahippocampal Gyrus
SPTBN1,56,Parahippocampal Gyrus
LRMDA,57,Parahippocampal Gyrus
ST6GALNAC3,58,Parahippocampal Gyrus
AGAP1,59,Parahippocampal Gyrus
SLC1A2,60,Parahippocampal Gyrus
PRRC2C,61,Parahippocampal Gyrus
XYLT1,62,Parahippocampal Gyrus
C3,63,Parahippocampal Gyrus
SLC44A1,64,Parahippocampal Gyrus
UTRN,65,Parahippocampal Gyrus
CEMIP,66,Parahippocampal Gyrus
FMNL2,67,Parahippocampal Gyrus
ZBTB20,68,Parahippocampal Gyrus
STOX2,69,Parahippocampal Gyrus
SORBS1,70,Parahippocampal Gyrus
LAMA2,71,Parahippocampal Gyrus
PCDH15,72,Parahippocampal Gyrus
NPAS3,73,Parahippocampal Gyrus
TRIM2,74,Parahippocampal Gyrus
PNISR,75,Parahippocampal Gyrus
ITPR2,76,Parahippocampal Gyrus
SRRM2,77,Parahippocampal Gyrus
ADGRV1,78,Parahippocampal Gyrus
HIP1,79,Parahippocampal Gyrus
ABR,80,Parahippocampal Gyrus
ABCB1,81,Parahippocampal Gyrus
CTNND2,82,Parahippocampal Gyrus
ST6GAL1,83,Parahippocampal Gyrus
CACNA1C,84,Parahippocampal Gyrus
NLGN1,85,Parahippocampal Gyrus
LINC02798,86,Parahippocampal Gyrus
PDE4B,87,Parahippocampal Gyrus
ADGRB3,88,Parahippocampal Gyrus
PDZD2,89,Parahippocampal Gyrus
GPM6A,90,Parahippocampal Gyrus
CARMN,91,Parahippocampal Gyrus
COBLL1,92,Parahippocampal Gyrus
RBMS3,93,Parahippocampal Gyrus
MECOM,94,Parahippocampal Gyrus
SEZ6L,95,Parahippocampal Gyrus
APBB2,96,Parahippocampal Gyrus
FTX,97,Parahippocampal Gyrus
ELMO1,98,Parahippocampal Gyrus
ST18,99,Parahippocampal Gyrus
FOXN3,100,Parahippocampal Gyrus
MALAT1,1,Periventricular White Matter
PCDH9,2,Periventricular White Matter
LUC7L3,3,Periventricular White Matter
RBM25,4,Periventricular White Matter
HSP90AA1,5,Periventricular White Matter
DST,6,Periventricular White Matter
MAP1B,7,Periventricular White Matter
CFAP46,8,Periventricular White Matter
RNF220,9,Periventricular White Matter
TRIM2,10,Periventricular White Matter
ARGLU1,11,Periventricular White Matter
FMNL2,12,Periventricular White Matter
IL1RAPL1,13,Periventricular White Matter
PRRC2C,14,Periventricular White Matter
MACF1,15,Periventricular White Matter
MAP7,16,Periventricular White Matter
QKI,17,Periventricular White Matter
CTNNA3,18,Periventricular White Matter
DPP10,19,Periventricular White Matter
DLG2,20,Periventricular White Matter
SRRM1,21,Periventricular White Matter
SLC44A1,22,Periventricular White Matter
RBFOX1,23,Periventricular White Matter
NRXN3,24,Periventricular White Matter
STOX2,25,Periventricular White Matter
SLC5A11,26,Periventricular White Matter
LINC00486,27,Periventricular White Matter
CALD1,28,Periventricular White Matter
ST18,29,Periventricular White Matter
MAGI2,30,Periventricular White Matter
DYNC2I1,31,Periventricular White Matter
PPP2R2B,32,Periventricular White Matter
MOBP,33,Periventricular White Matter
NEAT1,34,Periventricular White Matter
GNG7,35,Periventricular White Matter
SYNE1,36,Periventricular White Matter
SLC24A2,37,Periventricular White Matter
MAP4K4,38,Periventricular White Matter
PTPRG,39,Periventricular White Matter
NTM,40,Periventricular White Matter
RPGR,41,Periventricular White Matter
PDE4B,42,Periventricular White Matter
NKAIN2,43,Periventricular White Matter
PLEKHH1,44,Periventricular White Matter
ARHGAP21,45,Periventricular White Matter
SHTN1,46,Periventricular White Matter
PNISR,47,Periventricular White Matter
SGIP1,48,Periventricular White Matter
FRMD5,49,Periventricular White Matter
RORA,50,Periventricular White Matter
ELMO1,51,Periventricular White Matter
ZBTB20,52,Periventricular White Matter
DOCK10,53,Periventricular White Matter
BAZ2B,54,Periventricular White Matter
FRMD4B,55,Periventricular White Matter
WWOX,56,Periventricular White Matter
ATP10A,57,Periventricular White Matter
SRRM2,58,Periventricular White Matter
SLC7A14-AS1,59,Periventricular White Matter
POLR2F,60,Periventricular White Matter
SIK3,61,Periventricular White Matter
ZC3H13,62,Periventricular White Matter
DNAH9,63,Periventricular White Matter
ZNF91,64,Periventricular White Matter
KNOP1,65,Periventricular White Matter
DNM3,66,Periventricular White Matter
ARHGEF10,67,Periventricular White Matter
SPTBN1,68,Periventricular White Matter
PHLPP1,69,Periventricular White Matter
MBP,70,Periventricular White Matter
FLT1,71,Periventricular White Matter
PTPRD,72,Periventricular White Matter
TNKS,73,Periventricular White Matter
SRCIN1,74,Periventricular White Matter
CEMIP,75,Periventricular White Matter
LMCD1-AS1,76,Periventricular White Matter
MSI2,77,Periventricular White Matter
MAN2A1,78,Periventricular White Matter
AGAP1,79,Periventricular White Matter
DLC1,80,Periventricular White Matter
PIP4K2A,81,Periventricular White Matter
ANKRD11,82,Periventricular White Matter
HYDIN,83,Periventricular White Matter
ANK2,84,Periventricular White Matter
TMTC2,85,Periventricular White Matter
HIP1,86,Periventricular White Matter
INSR,87,Periventricular White Matter
CLIP2,88,Periventricular White Matter
ZEB2,89,Periventricular White Matter
